Station,Field Asset Name,X,Y,Z,Customer Name,Site
TXNC00USA,00871-01:1018828048,-441161.1836,-5419391.393,3323061.631,Swift,CONUS 1.0South CentralTXUSA001887
TXOD00USA,00871-01:2029,-1161807.476,-5297908.449,3346436.804,Swift,CONUS 1.0South CentralTXUSA001833
TXPA00USA,00871-01:2080,-379350.4341,-5521916.737,3158765.677,Swift,CONUS 1.0South CentralTXUSA001834
TXPO00USA,00871-01:2193086,-626255.4855,-5577216.067,3020158.011,Swift,CONUS 1.0South CentralTXUSA001921
TXSB00USA,00871-01:1957,-760806.5242,-5679141.251,2792233.521,Swift,CONUS 1.0South CentralTXUSA001835
TXSL00USA,00871-01:1018828068,-594261.342,-5508415.265,3149364.105,Swift,CONUS 1.0South CentralTXUSA001836
TXSR00USA,00871-01:1018828067,-1015420.235,-5402192.302,3225512.237,Swift,CONUS 1.0South CentralTXUSA001838
TXSW00USA,00871-01:1018828027,-973255.8407,-5298130.133,3404899.616,Swift,CONUS 1.0South CentralTXUSA001839
UTGU00USA,00871-01:1018828036,-1841157.899,-4598901.635,4006561.071,Swift,CONUS 1.0WestUTUSA001840
UTML00USA,00871-01:2193020,-1670346.263,-4758225.78,3895506.115,Swift,CONUS 1.0WestUTUSA001842
VAAB00USA,00871-01:2070,714217.3568,-5069806.623,3791894.906,Swift,CONUS 1.0NorthEastVAUSA001843
VABF00USA,00871-01:2193058,771474.894,-5024735.538,3840199.411,Swift,CONUS 1.0NortheastVAUSA001844
VACP00USA,00871-01:2193031,1200710.859,-4965951.308,3805314.169,Swift,CONUS 1.0NorthEastVAUSA001845
VARM00USA,00871-01:2067,1097564.317,-4942455.956,3866247.514,Swift,CONUS 1.0SoutheastVAUSA001846
VAST00USA,00871-01:1018828059,957087.2265,-4939218.754,3907805.197,Swift,CONUS 1.0NortheastVAUSA001847
VAVN00USA,00871-01:2064,891463.984,-5002613.882,3842345.273,Swift,CONUS 1.0NortheastVAUSA001848
VTRU00USA,00871-01:2193032,1354191.672,-4423269.902,4376579.4,Swift,CONUS 1.0NortheastVTUSA001850
WACS00USA,00871-01:UNKNOWNANTENNASERIAL0001,-2395008.074,-3773573.146,4535115.374,Swift,CONUS 1.0NorthwestWAUSA001882
WALD00USA,00871-04:VP6445C1808080027,-2262069.522,-3554227.693,4772600.61,Swift,CONUS 1.0NorthwestWAUSA001851
WAMW00USA,00871-01:2043,-1971948.066,-3823366.001,4693925.352,Swift,CONUS 1.0NorthwestWAUSA001852
WARP00USA,00871-01:1018828045,-2030153.025,-3702339.107,4765358.983,Swift,CONUS 1.0NorthwestWAUSA001853
WASE00USA,00871-01:2044,-2324907.384,-3630826.735,4684518.811,Swift,CONUS 1.0NorthwestWAUSA001854
WAWA00USA,00871-01:2012,-2104764.788,-3901786.667,4570486.65,Swift,CONUS 1.0NorthwestWAUSA001855
WAYA00USA,00871-01:2032,-2228855.474,-3782367.415,4611638.936,Swift,CONUS 1.0NorthwestWAUSA001856
WIEC00USA,00871-01:1979,-118685.2386,-4530743.8,4472903.644,Swift,CONUS 1.0MidwestWIUSA001857
WIER00USA,00871-01:1937,58165.0465,-4445020.237,4559064.698,Swift,CONUS 1.0MidwestWIUSA001858
WIHW00USA,00871-01:1915,-114918.8494,-4435899.855,4566627.737,Swift,CONUS 1.0MidwestWIUSA001859
WIJO00USA,00871-01:1953,172998.3429,-4565472.963,4435947.33,Swift,CONUS 1.0MidwestWIUSA001860
WIMR03USA,00871-02:3198300,24565.0041,-4503646.89,4501692.574,Swift,Dual AntennaMidwestWIUSA001862
WIPE00USA,00871-01:1961,64102.3231,-4657995.691,4342329.765,Swift,CONUS 1.0MidwestWIUSA001863
WISS00USA,00871-01:1951,163433.4609,-4663540.606,4333745.189,Swift,CONUS 1.0MidwestWIUSA001864
WVSA00USA,00871-01:2035,710711.001,-4955365.563,3939210.073,Swift,CONUS 1.0NorthEastWVUSA001865
WYCR00USA,00871-01:2060,-1317495.305,-4495925.195,4315764.171,Swift,CONUS 1.0NorthwestWYUSA001866
WYEV00USA,00871-01:2193046,-1718355.457,-4484668.59,4186144.421,Swift,CONUS 1.0NorthwestWY 82930USA001867
WYGE00USA,00871-01:2061,-1218281.388,-4409907.836,4431056.658,Swift,CONUS 1.0NorthwestWYUSA001868
WYRN00USA,00871-01:2193071,-1473228.464,-4432747.897,4330566.902,Swift,WYRN_USA002050
WYRS00USA,00871-01:2057,-1571683.526,-4512405.373,4213467.881,Swift,CONUS 1.0NorthwestWYUSA001869
WYWL00USA,00871-01:2193048,-1416898.624,-4371226.864,4410218.559,Swift,CONUS 1.0NorthwestWY 82401USA001870
